Gene stable ID,Gene stable ID version,Gene start (bp),Gene end (bp),Chromosome/scaffold name,Gene name,Mouse gene stable ID,Mouse gene name,Mouse chromosome/scaffold name,Mouse chromosome/scaffold start (bp),Mouse chromosome/scaffold end (bp),Mouse homology type,"Mouse orthology confidence [0 low, 1 high]",Mouse Whole-genome alignment coverage
ENSG00000158748,ENSG00000158748.4,19664875,19680966,1,HTR6,ENSMUSG00000028747,Htr6,4,139061108,139075570,ortholog_one2one,1,100.00
ENSG00000162542,ENSG00000162542.13,19682213,19799945,1,TMCO4,ENSMUSG00000041143,Tmco4,4,138972888,139059171,ortholog_one2one,1,100.00
ENSG00000178828,ENSG00000178828.7,19814029,19815283,1,RNF186,ENSMUSG00000070661,Rnf186,4,138967112,138968365,ortholog_one2one,1,100.00
ENSG00000169914,ENSG00000169914.6,19882395,19912945,1,OTUD3,ENSMUSG00000041161,Otud3,4,138895379,138913945,ortholog_one2one,1,100.00
ENSG00000188784,ENSG00000188784.4,19920009,19923617,1,PLA2G2E,ENSMUSG00000028751,Pla2g2e,4,138877942,138882817,ortholog_one2one,1,100.00
ENSG00000188257,ENSG00000188257.11,19975431,19980416,1,PLA2G2A,ENSMUSG00000058908,Pla2g2a,4,138831857,138835186,ortholog_one2one,1,100.00
ENSG00000127472,ENSG00000127472.11,20028179,20091911,1,PLA2G5,ENSMUSG00000041193,Pla2g5,4,138799244,138863482,ortholog_one2one,0,100.00
ENSG00000117215,ENSG00000117215.15,20111939,20119566,1,PLA2G2D,ENSMUSG00000041202,Pla2g2d,4,138775735,138782046,ortholog_one2one,1,100.00
ENSG00000158786,ENSG00000158786.5,20139323,20150381,1,PLA2G2F,ENSMUSG00000028749,Pla2g2f,4,138750533,138757626,ortholog_one2one,1,100.00
ENSG00000187980,ENSG00000187980.6,20161253,20177424,1,PLA2G2C,ENSMUSG00000028750,Pla2g2c,4,138724792,138746132,ortholog_one2one,1,100.00
ENSG00000162543,ENSG00000162543.6,20186096,20196050,1,UBXN10,ENSMUSG00000043621,Ubxn10,4,138709837,138737167,ortholog_one2one,1,100.00
ENSG00000158816,ENSG00000158816.15,20290919,20354894,1,VWA5B1,ENSMUSG00000028753,Vwa5b1,4,138565360,138635884,ortholog_one2one,1,100.00
ENSG00000162545,ENSG00000162545.6,20482391,20486210,1,CAMK2N1,ENSMUSG00000046447,Camk2n1,4,138454314,138460123,ortholog_one2one,1,100.00
ENSG00000090432,ENSG00000090432.7,20499448,20508151,1,MUL1,ENSMUSG00000041241,Mul1,4,138434671,138442265,ortholog_one2one,1,100.00
ENSG00000183114,ENSG00000183114.8,20552573,20555020,1,FAM43B,ENSMUSG00000078235,Fam43b,4,138394092,138396528,ortholog_one2one,1,100.00
ENSG00000158825,ENSG00000158825.6,20589086,20618903,1,CDA,ENSMUSG00000028755,Cda,4,138338424,138367992,ortholog_one2one,1,100.00
ENSG00000158828,ENSG00000158828.8,20633458,20651511,1,PINK1,ENSMUSG00000028756,Pink1,4,138313409,138326307,ortholog_one2one,1,100.00
ENSG00000244038,ENSG00000244038.11,20651767,20661544,1,DDOST,ENSMUSG00000028757,Ddost,4,138304730,138312628,ortholog_one2one,1,100.00
ENSG00000117245,ENSG00000117245.12,20664014,20718017,1,KIF17,ENSMUSG00000028758,Kif17,4,138250435,138301967,ortholog_one2one,1,100.00
ENSG00000189410,ENSG00000189410.12,20719731,20732837,1,SH2D5,ENSMUSG00000045349,Sh2d5,4,138250403,138261332,ortholog_one2one,1,100.00
ENSG00000127483,ENSG00000127483.19,20740266,20787323,1,HP1BP3,ENSMUSG00000028759,Hp1bp3,4,138216296,138244683,ortholog_one2one,1,100.00
ENSG00000075151,ENSG00000075151.20,20806292,21176888,1,EIF4G3,ENSMUSG00000028760,Eif4g3,4,137993022,138208508,ortholog_one2one,1,100.00
ENSG00000117298,ENSG00000117298.16,21217247,21345572,1,ECE1,ENSMUSG00000057530,Ece1,4,137862237,137965229,ortholog_one2one,1,100.00
ENSG00000162551,ENSG00000162551.14,21509397,21578410,1,ALPL,ENSMUSG00000028766,Alpl,4,137741733,137796384,ortholog_one2one,1,100.00
ENSG00000076864,ENSG00000076864.19,21596215,21669363,1,RAP1GAP,ENSMUSG00000041351,Rap1gap,4,137664726,137729861,ortholog_one2one,1,100.00
ENSG00000090686,ENSG00000090686.16,21678298,21783606,1,USP48,ENSMUSG00000043411,Usp48,4,137593755,137658537,ortholog_one2one,1,99.33
ENSG00000142798,ENSG00000142798.20,21822244,21937310,1,HSPG2,ENSMUSG00000028763,Hspg2,4,137468769,137570630,ortholog_one2one,1,99.83
ENSG00000219073,ENSG00000219073.8,21977022,21998642,1,CELA3B,ENSMUSG00000078520,Cela3a,4,137401554,137409791,ortholog_many2many,1,0.00
ENSG00000219073,ENSG00000219073.8,21977022,21998642,1,CELA3B,ENSMUSG00000023433,Cela3b,4,137420999,137430540,ortholog_many2many,1,100.00
ENSG00000201919,ENSG00000201919.1,21987816,21987919,1,RNU6-1022P,ENSMUSG00000065074,Gm24535,X,21901732,21901838,ortholog_one2many,0,
ENSG00000142789,ENSG00000142789.20,22001657,22012542,1,CELA3A,ENSMUSG00000078520,Cela3a,4,137401554,137409791,ortholog_many2many,1,100.00
ENSG00000142789,ENSG00000142789.20,22001657,22012542,1,CELA3A,ENSMUSG00000023433,Cela3b,4,137420999,137430540,ortholog_many2many,1,0.00
ENSG00000201273,ENSG00000201273.1,22010985,22011088,1,RNU6-776P,ENSMUSG00000065074,Gm24535,X,21901732,21901838,ortholog_one2many,0,
ENSG00000070831,ENSG00000070831.17,22025511,22101360,1,CDC42,ENSMUSG00000006699,Cdc42,4,137319696,137357720,ortholog_one2one,1,100.00
ENSG00000162552,ENSG00000162552.15,22117313,22143969,1,WNT4,ENSMUSG00000036856,Wnt4,4,137277489,137299726,ortholog_one2one,1,100.00
ENSG00000162438,ENSG00000162438.12,15438442,15449242,1,CTRC,ENSMUSG00000062478,Ctrc,4,141814962,141846359,ortholog_one2one,1,100.00
ENSG00000142615,ENSG00000142615.8,15456728,15472091,1,CELA2A,ENSMUSG00000058579,Cela2a,4,141814962,141826160,ortholog_one2many,1,100.00
ENSG00000215704,ENSG00000215704.10,15465909,15491395,1,CELA2B,ENSMUSG00000058579,Cela2a,4,141814962,141826160,ortholog_one2many,1,99.11
ENSG00000132906,ENSG00000132906.18,15490832,15526534,1,CASP9,ENSMUSG00000028914,Casp9,4,141793612,141815976,ortholog_one2one,1,97.44
ENSG00000116138,ENSG00000116138.13,15526813,15592379,1,DNAJC16,ENSMUSG00000040697,Dnajc16,4,141760189,141790931,ortholog_one2one,1,100.00
ENSG00000116771,ENSG00000116771.6,15571699,15585051,1,AGMAT,ENSMUSG00000040706,Agmat,4,141746672,141759263,ortholog_one2one,1,100.00
ENSG00000215695,ENSG00000215695.1,15659869,15661722,1,RSC1A1,ENSMUSG00000078515,Ddi2,4,141677549,141723419,ortholog_one2many,1,98.63
ENSG00000215695,ENSG00000215695.1,15659869,15661722,1,RSC1A1,ENSMUSG00000040715,Rsc1a1,4,141683851,141685599,ortholog_one2many,1,98.63
ENSG00000116786,ENSG00000116786.13,15684320,15734769,1,PLEKHM2,ENSMUSG00000028917,Plekhm2,4,141625734,141664899,ortholog_one2one,1,100.00
ENSG00000162461,ENSG00000162461.8,15736258,15741392,1,SLC25A34,ENSMUSG00000040740,Slc25a34,4,141618824,141623821,ortholog_one2one,1,100.00
ENSG00000162460,ENSG00000162460.7,15742499,15747982,1,TMEM82,ENSMUSG00000043085,Tmem82,4,141613376,141618633,ortholog_one2one,1,100.00
ENSG00000162458,ENSG00000162458.13,15756607,15786594,1,FBLIM1,ENSMUSG00000006219,Fblim1,4,141576062,141606096,ortholog_one2one,1,86.61
ENSG00000233954,ENSG00000233954.6,15807169,15809348,1,UQCRHL,ENSMUSG00000063882,Uqcrh,4,116066965,116075071,ortholog_one2many,0,0.00
ENSG00000065526,ENSG00000065526.12,15836095,15940456,1,SPEN,ENSMUSG00000040761,Spen,4,141467890,141538597,ortholog_one2one,1,99.50
ENSG00000116809,ENSG00000116809.12,15941869,15976132,1,ZBTB17,ENSMUSG00000006215,Zbtb17,4,141444654,141467930,ortholog_one2one,1,100.00
ENSG00000183888,ENSG00000183888.4,16004236,16008807,1,SRARP,ENSMUSG00000070637,Srarp,4,141432672,141436105,ortholog_one2one,0,88.04
ENSG00000173641,ENSG00000173641.17,16014028,16019594,1,HSPB7,ENSMUSG00000006221,Hspb7,4,141420779,141425311,ortholog_one2one,1,100.00
ENSG00000186510,ENSG00000186510.12,16018875,16034050,1,CLCNKA,ENSMUSG00000033770,Clcnka,4,141384610,141398724,ortholog_many2many,1,8.90
ENSG00000186510,ENSG00000186510.12,16018875,16034050,1,CLCNKA,ENSMUSG00000006216,Clcnkb,4,141404353,141416014,ortholog_many2many,1,100.00
ENSG00000184908,ENSG00000184908.18,16043736,16057308,1,CLCNKB,ENSMUSG00000033770,Clcnka,4,141384610,141398724,ortholog_many2many,1,100.00
ENSG00000184908,ENSG00000184908.18,16043736,16057308,1,CLCNKB,ENSMUSG00000006216,Clcnkb,4,141404353,141416014,ortholog_many2many,1,14.13
ENSG00000185519,ENSG00000185519.9,16057769,16073651,1,FAM131C,ENSMUSG00000006218,Fam131c,4,141368220,141384175,ortholog_one2one,1,100.00
ENSG00000142627,ENSG00000142627.13,16124337,16156069,1,EPHA2,ENSMUSG00000006445,Epha2,4,141301240,141329384,ortholog_one2one,1,100.00
ENSG00000142632,ENSG00000142632.17,16197854,16212652,1,ARHGEF19,ENSMUSG00000028919,Arhgef19,4,141239499,141257564,ortholog_one2one,1,100.00
ENSG00000116731,ENSG00000116731.22,13700198,13825079,1,PRDM2,ENSMUSG00000057637,Prdm2,4,143107391,143212995,ortholog_one2one,1,100.00
ENSG00000189337,ENSG00000189337.17,13892792,15118043,1,KAZN,ENSMUSG00000040606,Kazn,4,142102390,142239401,ortholog_one2one,0,95.38
ENSG00000252151,ENSG00000252151.1,14124233,14124335,1,RNU6-1265P,ENSMUSG00000084558,Gm24836,1,180832769,180832876,ortholog_one2one,0,
ENSG00000171729,ENSG00000171729.14,15152532,15220478,1,TMEM51,ENSMUSG00000040616,Tmem51,4,142030992,142084304,ortholog_one2one,1,100.00
ENSG00000142621,ENSG00000142621.19,15247272,15400283,1,FHAD1,ENSMUSG00000051435,Fhad1,4,141890438,142015082,ortholog_one2one,1,100.00
ENSG00000142634,ENSG00000142634.13,15409888,15430339,1,EFHD2,ENSMUSG00000040659,Efhd2,4,141858142,141874920,ortholog_one2one,1,100.00
ENSG00000083444,ENSG00000083444.17,11934205,11975538,1,PLOD1,ENSMUSG00000019055,Plod1,4,147909753,147936767,ortholog_one2one,1,100.00
ENSG00000116688,ENSG00000116688.18,11980181,12015211,1,MFN2,ENSMUSG00000029020,Mfn2,4,147873599,147904704,ortholog_one2one,1,100.00
ENSG00000116691,ENSG00000116691.11,12019466,12032045,1,MIIP,ENSMUSG00000029022,Miip,4,147860778,147868816,ortholog_one2one,1,100.00
ENSG00000120949,ENSG00000120949.15,12063303,12144207,1,TNFRSF8,ENSMUSG00000028602,Tnfrsf8,4,145267137,145315164,ortholog_one2one,0,98.06
ENSG00000028137,ENSG00000028137.19,12166991,12209228,1,TNFRSF1B,ENSMUSG00000028599,Tnfrsf1b,4,145213463,145246870,ortholog_one2one,1,100.00
ENSG00000048707,ENSG00000048707.15,12230030,12512047,1,VPS13D,ENSMUSG00000020220,Vps13d,4,144972622,145195005,ortholog_one2one,1,100.00
ENSG00000162496,ENSG00000162496.9,12567910,12618210,1,DHRS3,ENSMUSG00000066026,Dhrs3,4,144892827,144928209,ortholog_one2one,1,100.00
ENSG00000204518,ENSG00000204518.2,12644547,12667086,1,AADACL4,ENSMUSG00000070609,Aadacl4,4,144613707,144623398,ortholog_one2many,1,100.00
ENSG00000204518,ENSG00000204518.2,12644547,12667086,1,AADACL4,ENSMUSG00000078504,Aadacl4fm5,4,144777204,144786583,ortholog_one2many,1,0.00
ENSG00000204518,ENSG00000204518.2,12644547,12667086,1,AADACL4,ENSMUSG00000041735,AAdacl4fm3,4,144703191,144721404,ortholog_one2many,1,0.00
ENSG00000204518,ENSG00000204518.2,12644547,12667086,1,AADACL4,ENSMUSG00000078505,Aadacl4fm4,4,144669937,144686368,ortholog_one2many,1,100.00
ENSG00000204518,ENSG00000204518.2,12644547,12667086,1,AADACL4,ENSMUSG00000028593,Aadacl4fm1,4,144519822,144529353,ortholog_one2many,1,100.00
ENSG00000188984,ENSG00000188984.12,12716110,12728760,1,AADACL3,ENSMUSG00000078507,Aadacl3,4,144453771,144463756,ortholog_one2one,1,100.00
ENSG00000157330,ENSG00000157330.10,12746200,12763699,1,C1orf158,ENSMUSG00000028589,1700012P22Rik,4,144418189,144438772,ortholog_one2one,1,100.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000066031,Gm13023,4,143789352,143795575,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000041805,Pramel1,4,143394428,143400160,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000079423,Gm3286,5,95510758,95522953,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000096066,Gm10424,5,95268493,95272768,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000096728,AC140325.4,GL456354.1,158543,161339,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000072821,Gm6351,5,94076385,94080997,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000096154,Gm13057,4,143551709,143558234,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000070616,Gm13040,4,143535954,143542471,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000095505,AC164084.1,JH584296.1,195181,197903,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000091585,AC140365.1,JH584299.1,716296,720517,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000092166,Gm7942,5,95106704,95111158,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000072813,E330014E10Rik,5,95775990,95804708,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000078625,Gm12789,4,101986626,101990053,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000094337,Gm3286,GL456354.1,82993,86051,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000107392,Gm7792,5,93843776,93856107,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000096742,Gm6367,5,94988626,95026536,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000096139,Gm7978,5,95731789,95736173,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000079424,Gm3259,5,95305911,95343917,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000096276,Gm2042,12,87954080,87960683,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000029451,Gm13103,4,143846497,143853637,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000073497,AA792892,5,94339749,94385079,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000078512,Pramef6,4,143894237,143900380,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000095996,Gm16513,5,95182624,95195342,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000078509,Pramef17,4,143991119,143994369,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000070619,Gm13119,4,144357942,144364419,ortholog_many2many,0,2.46
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000066030,Oog2,4,144190719,144196934,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000050810,Oog3,4,144157557,144162663,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000070617,Gm13089,4,143696500,143702711,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000073721,Pramef20,4,144372760,144377933,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000096576,Oog1,12,87602688,87608850,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000078510,Gm13101,4,143964518,143966950,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000096259,Gm3106,5,94218005,94222010,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000028591,Pramef12,4,144391674,144408464,ortholog_many2many,0,100.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000096230,Gm16429,5,93924777,93929052,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000095409,Gm13043,4,143511343,143517831,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000094474,AC123873.2,JH584299.1,173050,176134,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000073724,Pramel4,4,144059126,144069327,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000095763,AC124606.2,JH584299.1,806210,809281,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000046262,C87977,4,144206775,144213318,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000074011,Gm7682,5,94445784,94448653,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000096756,AC165294.3,JH584297.1,108318,111392,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000072822,BC061212,5,94066151,94070545,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000046133,C130073F10Rik,4,101890020,101893789,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000094383,AC123873.1,JH584299.1,90482,93220,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000094791,AC126035.1,JH584299.1,314841,317584,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000070618,BC080695,4,143551700,143573798,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000078508,Gm13128,4,144330249,144333465,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000047799,Oog4,4,143437164,143450324,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000025839,Pramel7,2,87489087,87497093,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000046862,Pramef8,4,143412426,143421091,ortholog_many2many,0,9.06
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000078511,Pramef25,4,143948580,143951016,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000070686,C87414,5,93634993,93671551,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000094741,AC140325.2,GL456354.1,6366,8939,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000095570,AC140325.3,GL456354.1,146926,149659,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000078626,Gm12790,4,101967453,101981049,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000094172,AC163611.1,JH584299.1,562161,564894,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000094836,AC123873.3,JH584299.1,4975,7356,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000073723,Gm13102,4,144106474,144110101,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000096680,AC164084.3,JH584296.1,130715,133448,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000095475,AC133095.2,JH584299.1,910289,913083,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000094195,Gm6509,5,94623979,94626848,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000066027,Gm10436,12,88175589,88182108,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000074720,AC140325.1,GL456354.1,25923,27230,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000096044,Gm16427,5,93481829,93540200,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000096236,AC165294.2,JH584297.1,31101,33667,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000046435,Gm13078,4,143719455,143729158,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000078513,Gm13088,4,143653760,143657246,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000035201,B020004J07Rik,4,101834969,101844023,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000095076,AC125178.2,JH584298.1,179693,182203,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000095074,Gm3139,5,94526287,94546423,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000038330,C87499,4,88627320,88634411,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000036749,Pramel5,4,144270633,144280488,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000070677,D5Ertd577e,5,95456806,95485587,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000037028,Gm12800,4,101909121,101911908,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000094560,A430089I19Rik,5,94302519,94306796,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000025838,Pramel6,2,87506565,87510872,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000072814,Gm7982,5,95742014,95746617,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000070890,Gm12794,4,101940407,101943183,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000092073,Gm6205,5,94648382,94686353,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000066688,Gm13083,4,143615003,143618595,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000095954,Gm3183,5,94865436,94885388,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000094722,AC125178.1,JH584298.1,90528,93623,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000094043,Gm7971,5,95590599,95594875,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000094855,AC133095.1,JH584299.1,921942,924675,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000095718,Gm6502,5,94314435,94317255,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000095666,AC164084.2,JH584296.1,41338,44417,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000095503,Gm3147,5,94612069,94616342,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000094887,AC163611.2,JH584299.1,587624,625594,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000096550,Gm16367,JH584299.1,477246,480331,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000095523,AC124606.1,JH584299.1,837364,840451,ortholog_many2many,0,0.00
ENSG00000116726,ENSG00000116726.5,12773738,12777906,1,PRAMEF12,ENSMUSG00000095728,AC125178.3,JH584298.1,168268,170838,ortholog_many2many,0,0.00
